ID	Class	Mean	stdev	Predicted_0.43	Median	score_0	score_1	score_2	score_3	score_4
NP_001234010	gen	0.11576620188083049	0.017289292365996838	gen	0.12245903704869707	0.12649126957764076	0.09616934414100732	0.13487576043549968	0.12245903704869707	0.09883559820130759
NP_001234012	gen	0.31923167650218154	0.10746040479375957	gen	0.29610473449021946	0.23210039107919703	0.5041233833640499	0.29610473449021946	0.25852458989637045	0.30530528368107096
NP_001234014	gen	0.09211562856243746	0.025588768670292743	gen	0.08473347712929613	0.08473347712929613	0.0573582706601302	0.12238133292830827	0.11165517338476565	0.08444988870968702
NP_001234016	gen	0.27191180382864677	0.1217825344598387	gen	0.31947268507259696	0.40829172338528813	0.31947268507259696	0.08902768824634823	0.22130719493134096	0.32145972750765955
NP_001234019	gen	0.12823874268004293	0.022891928776258355	gen	0.13423079004484578	0.15175410016898871	0.13423079004484578	0.0921534340805307	0.12194904544754744	0.14110634365830182
NP_001234020	gen	0.2568700789700017	0.05693798810358199	gen	0.25106253358575564	0.29713407237243444	0.2001713925536499	0.25106253358575564	0.20533849837405088	0.33064389796411764
NP_001234021	gen	0.09955176242450949	0.06087167809128574	gen	0.12198514494460794	0.17295502909533175	0.057407580952169766	0.12614977983945158	0.12198514494460794	0.019261277290986374
NP_001234023	gen	0.28968227173164707	0.16150710856007552	gen	0.29371443637329026	0.4752135269989792	0.1713912146398418	0.09069458223344122	0.29371443637329026	0.417397598412683
NP_001234024	gen	0.9145417417471375	0.028398228326485878	special	0.9091133823955729	0.9091133823955729	0.9383764362635593	0.8817618807832418	0.9486585931503353	0.894798416142979
NP_001234025	gen	0.2761633075291042	0.1698166967791508	gen	0.28923052963226126	0.3337385615006491	0.480791286847823	0.28923052963226126	0.011828320301772772	0.2652278393630144
NP_001234026	gen	0.0441815847692822	0.009079292271109641	gen	0.04022791274613541	0.05936419821616517	0.04022791274613541	0.03769346294485042	0.03792160500705076	0.04570074493220925
NP_001234027	gen	0.18204372404105001	0.0918378798972018	gen	0.19110897614709993	0.09331271974491136	0.3054178498486243	0.09088936069581562	0.22948971376879881	0.19110897614709993
NP_001234031	gen	0.030976499814781254	0.020893778303402794	gen	0.022247332435671258	0.018791288816390073	0.051203421714186	0.054901549997582885	0.007738906110076064	0.022247332435671258
NP_001234033	special	0.6710455248358931	0.10712558040581523	special	0.6781899814785969	0.738709743422926	0.6596229334643786	0.6781899814785969	0.4994691444344384	0.7792358213791257
NP_001234036	special	0.7956828037830357	0.06808081179518675	special	0.8001202033200165	0.8880233242935673	0.7631350296320798	0.8221826268631205	0.8001202033200165	0.7049528348063937
NP_001234037	gen	0.7795119256229374	0.11301934776725955	special	0.8138932997401442	0.6653109847631291	0.8716829757007954	0.8138932997401442	0.6543870854787993	0.8922852824318181
NP_001234041	gen	0.2737015641233564	0.15596822171567692	gen	0.2861507893559067	0.12542712012184748	0.2861507893559067	0.40413373238283	0.44689289541920435	0.10590328333699355
NP_001234049	special	0.636642577948541	0.06686916672253475	special	0.658551978058648	0.7244794636087538	0.5833731836643542	0.658551978058648	0.5571296086405394	0.6596786557704095
NP_001234051	gen	0.055379205738275206	0.05573636800943371	gen	0.026408940912265682	0.07545815175344257	0.01283897402037365	0.017646351983357525	0.14454361002193658	0.026408940912265682
NP_001234055	special	0.3560756750024474	0.05080721349356128	gen	0.3560301970869251	0.3560301970869251	0.4185838039070102	0.3017596133932868	0.31056082196500634	0.3934439386600089
NP_001234058	special	0.7512091907761131	0.09795969907708516	special	0.7651028992762116	0.7651028992762116	0.8538817247583796	0.7365411616273755	0.5948016748109748	0.8057184934076247
NP_001234061	gen	0.0590261201219219	0.024872397228196126	gen	0.06282593142398686	0.08745192009022341	0.06282593142398686	0.04731059411782487	0.023231945187825707	0.07431020978974866
NP_001234064	gen	0.03254545019197402	0.03461327025290251	gen	0.015993832186247402	0.07390387390733986	0.015993832186247402	0.0028596330188613178	0.06592593620802632	0.004043975639395183
NP_001234066	gen	0.29901642571574544	0.08660073378960885	gen	0.30881584052411104	0.2623022015110324	0.30881584052411104	0.3966900580741777	0.3544974611037188	0.17277656736568742
NP_001234070	gen	0.41072724114352444	0.07117775755927828	gen	0.41773403022644456	0.3589486130315739	0.4487975398181075	0.41773403022644456	0.3244589053791904	0.5036971172623058
NP_001234071	gen	0.3425970026142521	0.07492729296130878	gen	0.3427801464161371	0.38765789703793174	0.43780030928555225	0.2997547219190332	0.3427801464161371	0.24499193841260608
NP_001234076	gen	0.31733238458363167	0.016266033122986804	gen	0.30983397284929864	0.30091115132568724	0.34049696622107944	0.30983397284929864	0.3078213028291713	0.32759852969292175
NP_001234079	gen	0.23273882777961905	0.060588938389163204	gen	0.20527576670942954	0.17283349296029285	0.31644459857598156	0.20527576670942954	0.2753613494370019	0.19377893121538933
NP_001234080	gen	0.3018525515004425	0.05645008606949386	gen	0.32032608146488994	0.25831711901088367	0.3488089159153476	0.32032608146488994	0.35440831177574555	0.2274023293353455
NP_001234087	gen	0.18687067381530081	0.1440043675115152	gen	0.14585500336477977	0.08736938824110886	0.031627215733474406	0.14585500336477977	0.3767544393053501	0.29274732243179086
NP_001234099	gen	0.45463982969210026	0.10615837736996941	special	0.4851514084923053	0.30222533105859123	0.40099132774779306	0.578678165305101	0.5061529158567105	0.4851514084923053
NP_001234102	gen	0.15941598409462762	0.054358027634337044	gen	0.1389344044778054	0.1389344044778054	0.22184636159105173	0.12226649537244653	0.21229079169657275	0.10174186733526165
NP_001234112	gen	0.217866577534505	0.08384793524092353	gen	0.1858622556170507	0.17941687433701742	0.12609190312564741	0.25404996724740264	0.1858622556170507	0.3439118873454069
NP_001234117	gen	0.3550782273656833	0.06216137569263029	gen	0.3481063624373924	0.3481063624373924	0.32202730168196786	0.2912617093942555	0.45624890679054914	0.3577468565242515
NP_001234120	gen	0.21988911218358456	0.04566943928693246	gen	0.21662549119482116	0.21662549119482116	0.2487894611373025	0.1933047059780205	0.16209748276891575	0.27862841983886283
NP_001234124	gen	0.20739662551426777	0.05303549712282454	gen	0.2042669524618465	0.22764494265832882	0.2860499821501769	0.16493178959665433	0.2042669524618465	0.15408946070433208
NP_001234133	gen	0.1867069478712729	0.02645832834640944	gen	0.18199302776090875	0.17642040195072264	0.1911118930914084	0.15597276125221649	0.22803665530110825	0.18199302776090875
NP_001234141	gen	0.3098421415990123	0.05947245413587493	gen	0.31627913792526297	0.24299804334058608	0.3203038717911932	0.2704657601395153	0.31627913792526297	0.39916389479850384
NP_001234151	gen	0.31144678831595424	0.0332936242550808	gen	0.3036027139699658	0.2819891282335752	0.3684237125646922	0.2959235984413257	0.3036027139699658	0.3072947883702122
NP_001234152	gen	0.24979133800068207	0.05821500792954889	gen	0.27542212225822543	0.17227132810901843	0.31683379182053756	0.27542212225822543	0.2759797855935086	0.2084496622221203
NP_001234156	gen	0.3065497152033617	0.03988590563581485	gen	0.32187794167575157	0.34879757805046663	0.33334478762312786	0.2701296810997829	0.32187794167575157	0.25859858756767945
NP_001234160	gen	0.38723901960994267	0.05374019252123889	gen	0.3712856531624531	0.3427649382965505	0.4775562331674335	0.3533774609370246	0.3712856531624531	0.39121081248625156
NP_001234164	gen	0.5058377126812363	0.06970257426246435	special	0.49540126173337584	0.5728087415466542	0.5826060414423027	0.4336388070291211	0.44473371165472825	0.49540126173337584
NP_001234166	gen	0.17944336030954253	0.04952592250019294	gen	0.1863499416494196	0.19215618434946535	0.1863499416494196	0.1404647798066801	0.25195300703213647	0.12629288871001118
NP_001234174	gen	0.31127223020939254	0.05203859076179755	gen	0.33552871072458734	0.2971522942818573	0.33552871072458734	0.3440331589075118	0.35327006644478515	0.22637692068822093
NP_001234178	gen	0.31009016832596203	0.05473509373776595	gen	0.292277304306515	0.33842160185966236	0.39125972818122406	0.25825028365804714	0.27024192362436156	0.292277304306515
NP_001234186	gen	0.3101027222248211	0.09643493498244227	gen	0.3667933502481999	0.3667933502481999	0.3883650014564263	0.23903126952143172	0.3800648986782032	0.17625909121984448
NP_001234197	special	0.23113625799205786	0.15980166126610815	gen	0.18226822817952484	0.5085975022564595	0.1332432375369396	0.18226822817952484	0.21399997414874766	0.11757234783861772
NP_001234198	gen	0.10344185310758665	0.06367413871881024	gen	0.07566699107220635	0.07566699107220635	0.17821842841072505	0.05225790029336497	0.04542447929763856	0.16564146646399824
NP_001234200	gen	0.09835158362139676	0.05416845226084388	gen	0.08331273649372428	0.18548583132792554	0.08331273649372428	0.05679112816339489	0.11245142231332736	0.05371679980861176
NP_001234206	gen	0.2885806819618977	0.1836614622024056	gen	0.21416636041164702	0.09503227183827075	0.5548585053238128	0.3919471669783698	0.21416636041164702	0.18689910525738818
NP_001234208	gen	0.07437366608689544	0.02050860475684441	gen	0.08229544207108534	0.07419359672340065	0.08919472183760115	0.08229544207108534	0.03916090696248442	0.08702366283990567
NP_001234224	gen	0.08787610340890768	0.05308741415461247	gen	0.07466306974547524	0.07466306974547524	0.061239394446870876	0.1617798130609989	0.024226158770693812	0.11747208102049958
NP_001234226	special	0.6979500746434939	0.08573567215175106	special	0.7091842984180665	0.7493626359632187	0.553733532730459	0.70332493260038	0.7741449735053447	0.7091842984180665
NP_001234234	gen	0.053901780843033195	0.026113290058278033	gen	0.04813514864878659	0.04813514864878659	0.02856674006928888	0.04637225168352928	0.09821356796114239	0.04822119585241883
NP_001234243	gen	0.011780178956892392	0.014817498703436415	gen	0.005634051949055145	0.004964779388880766	0.008082221539875315	0.03802031500712678	0.005634051949055145	0.0021995268995239543
NP_001234248	gen	0.6908833006605654	0.14674382670183853	special	0.7730238569796971	0.633808032166037	0.7730238569796971	0.7731163558869099	0.8155759397848369	0.45889231848534573
NP_001234256	gen	0.025439668540853288	0.017463140715272104	gen	0.02607230205553029	0.02607230205553029	0.009082307130171344	0.02735485330024436	0.05299464547857985	0.011694234739740607
NP_001234259	special	0.7657869665934147	0.051738198853670384	special	0.7793713501130953	0.7184621970827876	0.7102493487386627	0.8350581386939734	0.7793713501130953	0.7857937983385542
NP_001234263	gen	0.4022090624331076	0.06574323425257059	gen	0.39209769127109173	0.3658872805572039	0.39209769127109173	0.4969458717192015	0.43156188409460505	0.32455258452343605
NP_001234268	gen	0.3762185533112187	0.18146680646839414	gen	0.3512831307255211	0.5812150405679268	0.3512831307255211	0.1993066972486192	0.5446038100614541	0.2046840879525719
NP_001234269	gen	0.2617897384822759	0.21241268995040344	gen	0.1958922972727889	0.03477133099202568	0.444077938572734	0.5235600316851674	0.11064709388866327	0.1958922972727889
NP_001234270	gen	0.011355347934911563	0.004470549920997324	gen	0.011068062430180001	0.013624444224631299	0.0090069152161984	0.017417842237740087	0.005659475565808022	0.011068062430180001
NP_001234277	gen	0.09323870357780592	0.0419812156894254	gen	0.08644679869154902	0.06953530819229209	0.16008813178757672	0.10067464018685938	0.08644679869154902	0.04944863903075244
NP_001234280	gen	0.011671708211827947	0.006802793672570959	gen	0.011788635813875717	0.021619963884626933	0.013516334331967946	0.011788635813875717	0.008146424737409057	0.003287182291260086
NP_001234281	gen	0.10471447920571417	0.10155578922177184	gen	0.0568493562371311	0.030802579766058085	0.17242898267996143	0.01458422096159383	0.2489072563838264	0.0568493562371311
NP_001234287	gen	0.08610460771983686	0.07588939999046206	gen	0.08520287713882037	0.014896585442713531	0.19079024656547108	0.012914417782161038	0.12671891167001825	0.08520287713882037
NP_001234302	gen	0.03700496967185912	0.014103549801640752	gen	0.03357915162273838	0.022746393499958162	0.03357915162273838	0.060261443042948	0.037698129543996386	0.030739730649654698
NP_001234329	gen	0.6175304093205642	0.3434283356189578	special	0.584067612967249	0.584067612967249	0.9678578351545508	0.9412879173218741	0.43488875855170267	0.1595499226074443
NP_001234336	gen	0.07422621682687547	0.03386391774339232	gen	0.06490075009957945	0.050887236699220025	0.11046271089082053	0.03613644607441887	0.06490075009957945	0.10874394037033847
NP_001234337	special	0.8991392953834115	0.030605947232040936	special	0.8852370192641595	0.9438527243187906	0.8795800576565637	0.8699711901204428	0.8852370192641595	0.9170554855571008
NP_001234340	gen	0.06628418720241398	0.05455449204873852	gen	0.04483218232509113	0.01418994829666284	0.15404020047674982	0.04483218232509113	0.03763057244716842	0.08072803246639768
NP_001234343	gen	0.00834703800274117	0.011091376660284282	gen	0.0021242432785813334	0.0010940845986611482	0.010689943254146125	0.02682250156951192	0.0010044173128053169	0.0021242432785813334
NP_001234346	gen	0.023612224889067283	0.010094069551246301	gen	0.02153462976414822	0.03885436866916136	0.02153462976414822	0.02789664100110973	0.015295299103071501	0.014480185907845599
NP_001234348	special	0.040494670142140615	0.025815697397193128	gen	0.03626447650780389	0.03775238776664905	0.015625091176057357	0.028893596628282194	0.03626447650780389	0.08393779863191059
NP_001234354	gen	0.06565737927688019	0.03272593427869596	gen	0.0605259236254647	0.041122824048253695	0.12165452013944911	0.06180113414327529	0.0605259236254647	0.04318249442795817
NP_001234363	gen	0.90340813078099	0.07561299577164311	special	0.8837594358524575	0.9806072520412975	0.9849650925724615	0.8239409547225953	0.8437679187161385	0.8837594358524575
NP_001234383	special	0.5344707395150425	0.2034070294503146	special	0.5577274541484302	0.4005516229221251	0.2632010753776455	0.7096381695099391	0.5577274541484302	0.7412353756170733
NP_001234385	gen	0.044150325840211266	0.031115890941543132	gen	0.032933445371250585	0.024133819976775342	0.0987170395892171	0.032933445371250585	0.025535013760574966	0.039432310503238366
NP_001234387	gen	0.02072220317120969	0.008785845591553144	gen	0.020132572422103475	0.020132572422103475	0.01792721999518149	0.029285447941549105	0.028473740371763638	0.007792035125450734
NP_001234394	gen	0.1490797088973645	0.06935955118205281	gen	0.1750898044208613	0.1750898044208613	0.08931153057599892	0.0619689208421818	0.2023973407764244	0.21663094787135612
NP_001234396	gen	0.38623132729741927	0.1997857017888183	gen	0.47682286341669944	0.2459465595794972	0.47682286341669944	0.5855543288089966	0.11036113759472374	0.5124717470871795
NP_001234407	gen	0.033153395211012335	0.02329361110242496	gen	0.03763558693808608	0.006455448678015728	0.060895260400185204	0.048454376789291424	0.03763558693808608	0.01232630324948322
NP_001234410	gen	0.30916071615204305	0.10496895453351446	gen	0.27165784307574303	0.27165784307574303	0.4467185172935949	0.198623244915145	0.23866614049087378	0.39013783498485854
NP_001234411	gen	0.05150035338992924	0.019719099181787735	gen	0.047276668350751595	0.033347785241692476	0.04230679987121998	0.047276668350751595	0.08496530864401497	0.04960520484196722
NP_001234414	gen	0.23478819629310643	0.04756588925979524	gen	0.2093549098153732	0.2093549098153732	0.2766195243801463	0.1976482053592327	0.29545256046264384	0.19486578144813596
NP_001234415	gen	0.2554318002411559	0.1916281708392969	gen	0.19486531426630208	0.5926810037665929	0.2135842157262874	0.19486531426630208	0.14682072994186618	0.12920773750473102
NP_001234418	gen	0.06934429868903866	0.031773529506995496	gen	0.06748434895630179	0.106989822741609	0.09280671039983462	0.05220904314988564	0.06748434895630179	0.027231568197562266
NP_001234419	special	0.9933166157114413	0.004502090721876132	special	0.9925269945221936	0.9925269945221936	0.9966327657399572	0.9870995950528302	0.9986255099890883	0.9916982132531363
NP_001234420	special	0.7722250542916944	0.039159188444050516	special	0.7789576977842775	0.7119422197089214	0.8202339085235842	0.7789576977842775	0.7668037683475887	0.7831876770941004
NP_001234422	gen	0.052607721918461914	0.033495970618636565	gen	0.035216279369990285	0.03341406962532875	0.03316025025453755	0.035216279369990285	0.11119386957846877	0.05005414076398423
NP_001234425	gen	0.02377372639708522	0.013621492019864274	gen	0.019927454502181367	0.04697504271870632	0.021764406324291143	0.019927454502181367	0.01926084312676372	0.010940885313483563
NP_001234433	gen	0.09681111971683513	0.05802135846080191	gen	0.11534766160453291	0.032323077696788355	0.04464193424385029	0.1725935771164862	0.11914934792251793	0.11534766160453291
NP_001234434	gen	0.07007346832246618	0.039357675236319674	gen	0.058116792946112605	0.029481607526193783	0.047228387797053004	0.1305896623715101	0.058116792946112605	0.08495089097146143
NP_001234438	gen	0.2761218031393106	0.18572967415221947	gen	0.20417349196427148	0.5476375250531992	0.14841821213987252	0.38195429159915234	0.20417349196427148	0.09842549494005765
NP_001234440	gen	0.14814926221821975	0.1142176880186809	gen	0.1227016682940334	0.18578419147614536	0.3229776788083998	0.1227016682940334	0.022498485739290943	0.08678428677322937
NP_001234445	gen	0.4768452829144663	0.17627588363566915	special	0.37578621650342087	0.37578621650342087	0.3278422398308047	0.7128565356388451	0.34956158623070677	0.6181798363685541
NP_001234446	gen	0.3374859445730639	0.15792416568682205	gen	0.36433168453553705	0.2315808103798036	0.49332526320556536	0.4731507231888264	0.36433168453553705	0.12504124155558705
NP_001234453	special	0.11083797201332705	0.024471052749056754	gen	0.10376221169364007	0.10376221169364007	0.09438454874238113	0.09576929776373448	0.15361652945037388	0.10665727241650572
NP_001234455	gen	0.0155545367113743	0.006441923523473629	gen	0.017021595568474986	0.017021595568474986	0.004979177219749363	0.01960755169169733	0.014705928828862031	0.0214584302480878
NP_001234456	special	0.7260368051760325	0.12889666496170318	special	0.7273754490337073	0.6744655212678654	0.9022762123877145	0.7273754490337073	0.7743815924878044	0.5516852507030705
NP_001234458	gen	0.03849568968981647	0.02435795679462579	gen	0.03853279308093287	0.012944210504120047	0.022106688433571955	0.03853279308093287	0.07638572089224038	0.0425090355382171
NP_001234467	gen	0.01578133034077659	0.01308702456219931	gen	0.012533008432908535	0.012533008432908535	0.03819441909166596	0.01423130315188244	0.0042683557600209565	0.009679565267405071
NP_001234476	gen	0.029730471460774455	0.012966004627772703	gen	0.026084090097781697	0.021534967267447896	0.05259824446256363	0.022182020557870934	0.026084090097781697	0.026253034918208115
NP_001234486	gen	0.06340307074665487	0.040557397930381475	gen	0.04549562455704868	0.11731173024352261	0.03180995583175261	0.04549562455704868	0.09544043897152979	0.026957604129420675
NP_001234489	gen	0.01340695685355211	0.008578444849154215	gen	0.009836258303320076	0.01631459592516778	0.00817655183545729	0.02704085459309847	0.005666523610716927	0.009836258303320076
NP_001234493	gen	0.0658486508497029	0.04464791119797367	gen	0.06445789772224562	0.10524236492192178	0.11594159612782423	0.06445789772224562	0.0256864075479973	0.017914987928525604
NP_001234495	gen	0.059904087338472946	0.031757209395768635	gen	0.04912278895393993	0.04912278895393993	0.02719294265790718	0.08385557036040173	0.10194861199815232	0.037400522721963585
NP_001234501	gen	0.34172490078641965	0.13388903056627627	gen	0.3553257791064201	0.17386945220839609	0.3553257791064201	0.46399058906608104	0.4757958248276714	0.2396428587235296
NP_001234502	special	0.9468057144339861	0.022437729810879856	special	0.9483621674981372	0.9163269703438893	0.9734522537063813	0.961541437761672	0.9483621674981372	0.9343457428598506
NP_001234510	gen	0.06768641379459983	0.026530354518595013	gen	0.07303468862987776	0.09240380317189265	0.054197830596579774	0.07303468862987776	0.02893031859371994	0.089865427980929
