ID	Class	Mean	stdev	Predicted_0.43	Median	score_0	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10	score_11	score_12	score_13	score_14	score_15	score_16	score_17	score_18	score_19	score_20	score_21	score_22	score_23	score_24	score_25	score_26	score_27	score_28	score_29	score_30	score_31	score_32	score_33	score_34	score_35	score_36	score_37	score_38	score_39	score_40	score_41	score_42	score_43	score_44	score_45	score_46	score_47	score_48	score_49
NP_001233822	gen	0.3720512361165339	0.1655028053283399	gen	0.34052900713592305	0.29091074369258113	0.3430391683081296	0.4305105808217014	0.26733258667229043	0.13257280495468277	0.34923248032020265	0.13785313727090395	0.6782214679950558	0.4869872205749533	0.1772692069552674	0.09058598338033975	0.274096543580093	0.47680623728614496	0.4992622049033622	0.27697991615135276	0.30725435129926554	0.3406595664102405	0.7855039415009998	0.15847242670907236	0.4352251079201009	0.14144089824236214	0.2692107960523077	0.3776706479719218	0.5721748540238066	0.21308536687965837	0.5485859125390317	0.240807424607431	0.16297251249916908	0.22286797189147559	0.4495856092358088	0.37480198059351455	0.34039844786160556	0.5685237602757726	0.5750473901610248	0.40781837370109636	0.18233434576668253	0.4744562082209644	0.32761670665832704	0.34025341713241614	0.3955967307654973	0.6004966893097142	0.3157920880204077	0.3403971776481942	0.25945304764471233	0.6703675030966182	0.4284559532001238	0.6813214592004576	0.6112535850579519	0.25950627412778055	0.3114929967341228
NP_001233827	gen	0.7290969262476517	0.0843652180806345	special	0.730467136565871	0.6547206950185158	0.7715226937744722	0.6479620718428082	0.6515822742986497	0.7092536262030767	0.8044717268800504	0.760205061312202	0.6766975712650961	0.7625889977854774	0.6835061775364637	0.7781010901991202	0.6399368838945978	0.7661461753024836	0.7803291429027962	0.6280422093102581	0.7293161514076902	0.815663681749348	0.7157956031989342	0.4690608395331679	0.8052795036071544	0.5939808571885528	0.7089380850287915	0.7305940574421301	0.8075641363478873	0.6947418580384705	0.7875608948687863	0.7255080792406344	0.6136478836657343	0.7335588837480754	0.8684981378075314	0.7302482729484977	0.6549235168473695	0.8132215573593203	0.7629856444994215	0.8841733148646763	0.7289161676517261	0.8516110407674223	0.730340215689612	0.768672285372109	0.8215878771728562	0.7699043085624943	0.6522813577302022	0.6248097821041091	0.7524008292713513	0.7236397586971351	0.8959071738587996	0.6659330668830855	0.7710036071298269	0.7810048453814399	0.556506639192181
NP_001233832	gen	0.42740381640014435	0.07419534373347624	gen	0.42056575791094286	0.36684058777934964	0.4700244015948621	0.2924250034270233	0.29417833581857816	0.3856251204619013	0.5845588661007974	0.4021140853427887	0.4009496066599034	0.4997430078601434	0.5396215294226016	0.4000604022189629	0.42921768473294736	0.44989483244004536	0.5764218694758845	0.40413283827148905	0.44655465619358337	0.3094266850325081	0.5067663760538669	0.3263350719197517	0.5477928134856734	0.41003057847510666	0.47250154027908114	0.4913447321349847	0.4087294547338434	0.33457122020607416	0.4236559651517065	0.40785871940942675	0.3332769386083262	0.46345268528398637	0.34860043203860186	0.42445242447127285	0.35085679964277033	0.5870829270720975	0.44480637846175847	0.4011449901283883	0.4174755506701792	0.375532081458684	0.46104958170397037	0.5299296540191222	0.3233847791877081	0.4622088970415117	0.43906769109660065	0.47401595155198467	0.5045658340668516	0.4085693594459093	0.3673854302310236	0.42720767528852766	0.3596468965738227	0.4932299427326297	0.3918719345486057
NP_001233840	special	0.6458199576671104	0.1100045473503941	special	0.668452980243486	0.6937881568296623	0.67124471499104	0.4904198860506575	0.4985303869938636	0.6011198316659312	0.7941097976527818	0.6784353533198794	0.6965827319990865	0.450291124564308	0.6912137538840594	0.7767383461438288	0.6691150282715547	0.6834178109190617	0.7812521336006849	0.6659191966840383	0.6503656506418732	0.45122879623675666	0.8166639683267992	0.7775407996524691	0.6553835775852522	0.5000142855440842	0.6834797885975045	0.710685643028758	0.7296797082623491	0.8023739285304052	0.7208290813261025	0.4832145354715456	0.5014003164762336	0.7423553167120924	0.5219851958769022	0.4853357331408619	0.356781405210721	0.7650552899784385	0.5894430486715617	0.6544208042968119	0.7227010588464696	0.5187058401594044	0.6281333780141206	0.7382633757510488	0.6938730741946442	0.664707476510175	0.6671326692287587	0.7277650632431137	0.6559637567865044	0.516650770553705	0.56159772455442	0.7187178054241925	0.5901962648953699	0.6677909322154173	0.7783835658402204
NP_001233841	gen	0.059508868766677464	0.030435542988256722	gen	0.0586109557725797	0.05800264551674936	0.06566522308007482	0.07194648577102636	0.051382018999849795	0.025267625670932797	0.03378728217540727	0.030844144013474416	0.05050878815212226	0.03473213553001991	0.027159734803438196	0.03913734670652697	0.10204898502446906	0.12758871921605003	0.060532721338161434	0.0749187648357954	0.03128765832940514	0.0266900463064747	0.10128138711372751	0.07381621161260277	0.142545625683649	0.03824025958934726	0.060113194276741534	0.08031606193514916	0.031650691656098115	0.02074862955977054	0.09950846509930206	0.11388821335915376	0.06385115665107179	0.06690621837612772	0.06330279237864712	0.025529862048459046	0.02608103296951139	0.059219266028410045	0.03855610125950875	0.0653635524946098	0.03780702318540763	0.07736412538326348	0.03503905994917201	0.03967365785636668	0.06016749695592222	0.06146540265008943	0.04413598106234574	0.08805249891629331	0.12395791690447937	0.041142101620320636	0.032126162567756335	0.11668954170113903	0.044220658199513006	0.03158979699237302	0.059592966827565964
NP_001233845	special	0.8543919874238969	0.04919501455855033	special	0.8686299705539746	0.8795041348872138	0.8658867162907447	0.8048562482745184	0.8473282184926223	0.8580597350876205	0.8929323162752599	0.8591597343430067	0.8338944767646943	0.9187335719078638	0.8242034498134717	0.8897432423071386	0.7963049343419626	0.8460504700634209	0.8713732248172046	0.8317945058453015	0.7373293212496442	0.896997700637737	0.9179201874538926	0.7984077345929196	0.8833474321021099	0.7745528931707892	0.8327357689341713	0.9139796641405465	0.914205143529485	0.8314238352248274	0.9023308690717728	0.8864121220884288	0.8105376807628858	0.776372348706862	0.8887476346527315	0.7928381927270317	0.7345897680761486	0.8644938613560198	0.9297619412606514	0.9039670176478198	0.8332620041377314	0.8714513813850897	0.8765849651200744	0.8932265550808457	0.8965485689874398	0.8761450957054514	0.8862686747968113	0.7674775368932917	0.9043572074618824	0.890852681948763	0.8763272177857018	0.8212936840967423	0.8317201579500368	0.8969413087831629	0.7863662341632965
NP_001233848	gen	0.8984601561844182	0.04617392871412077	special	0.9007003626097464	0.8689902499425055	0.9091165402141944	0.8541402079980346	0.8593233573027116	0.8943598139917869	0.9537660935563425	0.8395771537798552	0.8245980286861091	0.7583399714300864	0.8995932817043452	0.9132294101338666	0.9264794536712477	0.919122040576598	0.9549099755302725	0.841471878834893	0.9729315743259118	0.8851018572227511	0.9385286008125174	0.9075324242527906	0.8554457914156514	0.9220467988378885	0.9217388136589436	0.8951623558587335	0.9595592155567257	0.9771566329246273	0.912309845813562	0.8844535891217148	0.8159947954125819	0.924645787291194	0.9018074435151476	0.8481764677340567	0.8755467389487867	0.9627781237757826	0.9163372638897188	0.9267350876135773	0.8855577818882533	0.8503140919255315	0.8452359716889738	0.89700089476518	0.9784535539943747	0.8940446468979277	0.8806971081766753	0.9363353804273538	0.8733533204225871	0.8426197992939551	0.8854656974156366	0.9558871250176507	0.9043580796465783	0.9223072251133564	0.9503704672113633
NP_001233850	gen	0.24063705060721163	0.05921783246763763	gen	0.250037505129239	0.23994663650559508	0.348591819307277	0.21677583635963815	0.181489896124138	0.26369929601348335	0.3047457344343179	0.2610986175631403	0.1543555134564853	0.21754841593913288	0.24948780442294152	0.25560627197590824	0.2746628208053767	0.21243560228985583	0.23587674757005125	0.26507542313597626	0.286081163877889	0.19108687222430956	0.22073004473456703	0.25474452484421817	0.22783811508038876	0.27390452289675143	0.26199372880385674	0.3463576084338335	0.192912418765069	0.1261655337997992	0.17553195491758236	0.2348380382155496	0.25058720583553645	0.29522907085266076	0.18151679032721368	0.3088895867442403	0.262606583136402	0.34909260082132293	0.2594037702049334	0.18190401893962027	0.2229292390652574	0.12966650571945168	0.28146443222080814	0.30939038840817695	0.12370415588192803	0.30754853912443286	0.27424672854672855	0.28121249608131355	0.2468237661913157	0.26274460513742826	0.15762288144644462	0.22767844484191288	0.19599333203270175	0.3361719614662187	0.1118444648373989
NP_001233851	gen	0.14360503103090624	0.054097079616011665	gen	0.14495066990676247	0.17514674091749569	0.1748680936004313	0.16608830523803755	0.15761226263649106	0.11765593850547344	0.06599948754076536	0.20164285605658275	0.07532365438292943	0.16966979077833474	0.0982746317810335	0.19252085556706192	0.16856520615133766	0.09344604929598155	0.053600982336173775	0.13006212286441546	0.14892585029890723	0.20996613874682957	0.14799489761815307	0.34243277323336074	0.11399495251671825	0.10153412039029147	0.14190644219537188	0.2780921500297507	0.14185579255262515	0.15556963539302776	0.12262151956981825	0.15039821612960455	0.1810629791087729	0.06432230724136008	0.10367308517012956	0.19186953782550872	0.1488898613171721	0.10204468149592921	0.17937016684378979	0.12694208528013443	0.12255331587140479	0.14803121981987558	0.095690030216471	0.11607788245927987	0.07480926636815467	0.12825124955286413	0.1648526118930729	0.0912188532703133	0.16135119062994116	0.11552930596642325	0.21278240378400623	0.05934092018243823	0.14889104705945713	0.21013019443513262	0.13679788942667703
NP_001233852	special	0.9374048200979571	0.02932451140574392	special	0.9476292821239237	0.9498848854431582	0.9536044503944655	0.9094924037957428	0.9153808864224455	0.9576269534264101	0.911835969217197	0.9500086600911332	0.8998138791356475	0.9497044396031448	0.9190974648905664	0.9572507700061091	0.9455541246447027	0.9208104319345559	0.9503973662290132	0.901322541668988	0.8283139336396372	0.9632286406209518	0.9682955342781024	0.9373027763722329	0.9501799144385853	0.9605251703851175	0.9189599185354872	0.9602820545001158	0.9650233053410616	0.9689364256598592	0.9391585650457239	0.9633336466538069	0.8951956126663382	0.8993166414142206	0.9586915796263858	0.9245957602094617	0.8935220370354199	0.9172303021288731	0.9790880548772204	0.9688786703687912	0.9439534189725141	0.955320476594105	0.9564396850681091	0.9401213765701307	0.9303435936312775	0.9344886157197777	0.9642745475086185	0.8783793700851835	0.9514599928109305	0.9710370381891771	0.9331990852533888	0.9341778182047795	0.9507832128220602	0.9701251013484952	0.9042939014186332
NP_001233853	special	0.9405429411222036	0.03838153405749435	special	0.9437205569478624	0.9788250760165605	0.9817660297990357	0.9297388246832897	0.9400958486252305	0.9444539098905245	0.84191178881255	0.9571354976599719	0.8709866815448514	0.9259008293399086	0.9338869850197957	0.9687310555615056	0.8784968981779255	0.8215097673200312	0.931143214055736	0.8605623778229812	0.9784897292263085	0.9906759991009347	0.9189354294910078	0.9482615272941696	0.9429872040052004	0.961746702961528	0.9767673711214716	0.9774275468228771	0.9864362372052429	0.9938875522986037	0.9562470960336155	0.9024924686844429	0.9385359488048297	0.9745187251485726	0.9721059728465361	0.9527763007947745	0.9171736451789311	0.9387886563166438	0.9687249814577354	0.958337925130602	0.9713005351014345	0.9840900283517544	0.9761348519904766	0.9509308735542148	0.9203659504979623	0.9365545890376022	0.9317456973737416	0.9279930987811906	0.9322815035220967	0.9332207333023615	0.9566635877930322	0.9372160670674164	0.9502615318152822	0.8720409053237326	0.9258852983439548
NP_001233855	gen	0.7806204384332694	0.1011622635168153	special	0.7909016099395059	0.7787740600209282	0.7765586715148407	0.698262557771948	0.7408541115291755	0.8312592714150675	0.9213688836081598	0.734093427542609	0.6790405828418798	0.5616805756327196	0.7891230414485778	0.7898020319754969	0.7920011879035148	0.7540928836118912	0.9300725503100763	0.8075274004197658	0.8523249278445929	0.5459140769074221	0.8690579359868803	0.8595939929980858	0.7277370931369745	0.7099617856921756	0.7059590053960713	0.7192982362296539	0.8406655584671087	0.9378761778556884	0.8952887527450301	0.7929523570506288	0.6525685297466937	0.8859989038966427	0.834033094117063	0.4899943807585849	0.7000949394006106	0.9061129074926665	0.7486654230704248	0.8344897538754338	0.8269587335165657	0.6031432182171065	0.7965006384081031	0.7665925184639658	0.9191991665162377	0.846888871773416	0.7478957762199738	0.8673190151178855	0.6790587156270133	0.7112889906681668	0.7460164311085272	0.9258391211319807	0.832982733191797	0.8287019178977295	0.8395370035899116
NP_001233857	gen	0.11841148638296813	0.07430054793478454	gen	0.10088618849017748	0.16339883693863347	0.08879006372855736	0.13796892537822802	0.05667394285178188	0.1398581876165292	0.057681055929401794	0.14800723787830916	0.0777644086475473	0.16185924890515743	0.07348108513366841	0.22154008194039557	0.0637020656914517	0.12879068406742084	0.073124094781709	0.04514018466572084	0.11924137373644202	0.13529969391972974	0.09979722548317653	0.13614181697285446	0.11422778884830709	0.18135400637565616	0.040935332207509285	0.11854710991169319	0.08354816279126696	0.04825149160183836	0.052481276697929014	0.23583667432145647	0.11646171431798162	0.05836086407518052	0.06440502859658927	0.09898607825170584	0.10197515149717844	0.2089079441781537	0.14774946857776472	0.20260659401269088	0.17548385349265305	0.08043393753498779	0.0319727596829903	0.06184915899706391	0.03426008019841668	0.09178958596447256	0.18769234678992708	0.07524775392514313	0.026196963220515217	0.04852872858335879	0.39597801674431227	0.21626644428749386	0.04980399421095163	0.3147294035347032	0.1274463914518005
NP_001233859	special	0.8660935645428244	0.05012735284219692	special	0.8721066585711216	0.8764092001595033	0.870140451186057	0.8524434826681406	0.882039430438517	0.8681096421096258	0.9093865061043935	0.8890734208780099	0.8787686676092896	0.9405529002848798	0.8475406753411051	0.8001053559942619	0.8613449357466884	0.8672548899713366	0.8656675470753677	0.8459333640629016	0.7432055940076022	0.9079470422405965	0.9061502271711855	0.8166480302071563	0.8817555285311811	0.814194620238256	0.7890794042148571	0.8944885777826329	0.9306831847245164	0.8626118121108205	0.9465878700476938	0.8977820007189186	0.8740728659561862	0.8089229558065303	0.8942022874682113	0.8291024149921323	0.7504317938184885	0.8301846953200007	0.9587230651661542	0.9292728858639819	0.8880006401438657	0.9137283245602609	0.8383171120434074	0.9221383853170019	0.9032151671655021	0.8621613526459293	0.887078557999675	0.7926701120999974	0.884169901345582	0.8911630093253023	0.8510411307265792	0.8388199148258715	0.8148503685182688	0.935634128167994	0.7608727962388094
NP_001233860	special	0.9573987919564999	0.021817167035272613	special	0.9572060602855692	0.9841565495628076	0.977585676324312	0.9417893135188352	0.9698843524203206	0.9436067272910394	0.8975389785554467	0.9607373951213679	0.9403511599758493	0.9536919399537145	0.9697164624101502	0.9772862461336344	0.9358048654564319	0.9144441141048943	0.956772182741378	0.917488592422214	0.9830731751670888	0.9858473060687226	0.9574175569902449	0.955749966463859	0.9358751304293005	0.9852412152262668	0.956779663114991	0.9718300407960747	0.9925251456309924	0.9974541185810478	0.941889525148991	0.9324559697423571	0.9685461159379415	0.9589812518568933	0.9730926717906098	0.9780829767255161	0.9484623261629178	0.9556991188973178	0.9798661389780228	0.9569945635808935	0.9760993070744653	0.9839788362112415	0.9618603473844228	0.9500728974541611	0.9521698407013396	0.9412358643685939	0.9240233908197261	0.9460129688408069	0.9724418920021242	0.9606604257788192	0.9222591453792531	0.980382270615111	0.959320587228032	0.9353874434421181	0.9473158472423465
NP_001233861	gen	0.6688962665772656	0.0804231456595383	special	0.6712775663774093	0.5844690008461003	0.7809351249896354	0.6852245531059165	0.6836953467295189	0.6022874890944068	0.7940981111375353	0.6846959383486304	0.5935471962776128	0.6652827479412214	0.5998514150920952	0.6112169700200866	0.6878551376543468	0.8450456565590659	0.5986800306376527	0.49813477548123514	0.6477961881192247	0.6636447808204871	0.6918702307718436	0.5952267519770941	0.7321668009837001	0.6081244645157265	0.6250695151562783	0.6274542726888463	0.5915603774762466	0.7291468510258028	0.6846109308786589	0.7085570343889596	0.6275088108328107	0.6303859847514953	0.7199866453829924	0.8094802491204476	0.8045857818052911	0.704316297612318	0.7301148409157597	0.7976950007694376	0.7376647070411023	0.6702114261137027	0.672343706641116	0.45943279812080995	0.7237027108434111	0.5336580805261903	0.7056899446032658	0.6223086957150948	0.6162072919420553	0.7856187327274942	0.6594892969829573	0.6299834649553541	0.7029515370378023	0.5766935319650762	0.7045360997393618
NP_001233863	gen	0.10753261024720949	0.027258870311394696	gen	0.10652519322192369	0.1324018348641589	0.09775785221192375	0.09146454347985328	0.07679062423326338	0.11967667204364459	0.0445176617339511	0.11479878243435775	0.08869919251664858	0.06827899450695901	0.09770275112025774	0.10747784396531539	0.11878690130457568	0.08586134637184346	0.06537962193198528	0.13882566609091077	0.12723373375647667	0.15083438293841125	0.09949177420971039	0.11423415250943791	0.11443980584837977	0.07614054711318362	0.11478283874336363	0.18629943722316814	0.09931057092335231	0.13128255824404586	0.0918442431883106	0.12984912214822328	0.15009427607100156	0.13387311699815777	0.09254411216306595	0.13494270023026725	0.10806415048390623	0.10560143747544677	0.10131259983259032	0.08049929907280376	0.10541604755841827	0.12185975727501759	0.10934257366255497	0.12719094861007763	0.07760602123188763	0.09546725444112732	0.10744894896840063	0.08301669354869301	0.12297567743383468	0.09211901161806597	0.17142686148140873	0.07862872634794936	0.13186831552926512	0.07944289409484477	0.08172563257597848
