ID	Class	Mean	stdev	Predicted_0.42	Median	score_0	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9
NP_001233832	gen	0.38776836944808124	0.06958910841317398	gen	0.39238555284161936	0.2634680119580306	0.4835118243733995	0.4022722560777055	0.46679335330017463	0.2889942370394986	0.43036301962091755	0.3824988496055332	0.3680480177352865	0.40987823707260534	0.38185588769766077
NP_001233840	special	0.6861825691852387	0.14473642156407499	special	0.6938426881306439	0.5286385299752191	0.752694609926174	0.7082624927573621	0.8867151119374221	0.3938352435830823	0.6510664012117432	0.6523728979815452	0.7673336334777785	0.6794228835039257	0.8414838874981352
NP_001233841	gen	0.06234809698763283	0.0218888770081295	gen	0.054116416268759335	0.08987862342810354	0.044454919194398625	0.05526858059718353	0.06381851037468127	0.08916393257941331	0.0978904665275812	0.04446167114376073	0.05296425194033513	0.04642053399741832	0.039159480093452735
NP_001233845	special	0.8722445866239934	0.029016521399044797	special	0.8802518840511524	0.8829146286876011	0.9221422541007106	0.8990017433147276	0.8775891394147036	0.8394322479480357	0.8610259189863646	0.8255950446696464	0.88349440244418	0.8834663801611756	0.8477841065127883
NP_001233848	gen	0.9290443808093485	0.057444769241068616	special	0.954602345795158	0.8428840229951393	0.9544760759415585	0.9547286156487577	0.9838306728762737	0.815350566650327	0.95812163766022	0.9334507142663053	0.9772561803020855	0.9053662667409398	0.9649790550118791
NP_001233850	gen	0.24512482550868192	0.04980713263601765	gen	0.2514691605451901	0.15359240685085604	0.17402061838713326	0.2499919535081423	0.318560895008021	0.23404419830891288	0.2674993076230285	0.24389963325584305	0.2954167424272744	0.2529463675822378	0.2612761321353701
NP_001233851	gen	0.14714321846105596	0.05927115599828873	gen	0.12365694072486522	0.1168912342158442	0.10905481024106696	0.18194868459012611	0.17324767981821185	0.10626073331717618	0.16070459756322739	0.12040914587239111	0.12690473557733933	0.08543860878987791	0.29057195462529833
NP_001233852	special	0.932356988154041	0.01713584055765243	special	0.9358660834437134	0.9313460627608682	0.9538501449325855	0.9366375160973059	0.945212357074349	0.8965766367801925	0.9390260815071074	0.9344342261205388	0.9425916234860141	0.9350946507901207	0.9088005819913274
NP_001233853	special	0.9415977803753866	0.03798112073187461	special	0.9466966263832522	0.9720795317323225	0.9196185106263939	0.968238951261135	0.9685983783275663	0.9336058153318084	0.9171339881150015	0.8568154206821054	0.9570411888844529	0.9363520638820516	0.9864939549110288
NP_001233855	gen	0.8428383292354079	0.08450881750798094	special	0.8664870190979657	0.741934059016817	0.876639857614566	0.7765296562514102	0.9338891719649972	0.6851785357997299	0.8247027803226109	0.8563341805813653	0.9284848531675512	0.8868650137460797	0.9178251838889517
NP_001233857	gen	0.07035369480009725	0.05129554817912332	gen	0.04642846157525893	0.03631577780718682	0.048550798486833156	0.0338065608039004	0.0443061246636847	0.06408737783069451	0.07678728894896593	0.031694882464582096	0.16148878971252814	0.04005186368321862	0.16644748359937797
NP_001233859	special	0.9025199889155762	0.03290239086532886	special	0.9103266030144128	0.9036564958786105	0.9106033273771889	0.931679091501441	0.887537492600376	0.817607061000774	0.9184884499197995	0.9207645578108817	0.9290123095981704	0.8958012248168815	0.9100498786516367
NP_001233860	special	0.9595710881499546	0.016362611896503534	special	0.9588832444035063	0.9796735297520024	0.9477146472860672	0.9760397132882197	0.9673887806312318	0.9522954574109429	0.9643183367928807	0.9427439656870016	0.9534481520141317	0.9324686517627526	0.9796196468743155
NP_001233861	gen	0.6761439071586406	0.09183278608629811	special	0.6851931975515437	0.6544893997645632	0.5696240609202494	0.5222068145475168	0.6742938021433345	0.7858539467694547	0.8174426675121188	0.6098452745598641	0.7307007672532128	0.7008897451563376	0.696092592959753
NP_001233863	gen	0.11654078222630185	0.020015054449568196	gen	0.10605714653386011	0.1339104307340847	0.10864552718266718	0.10244784326752432	0.10213225617255284	0.10097754267458582	0.10346876588505305	0.1295643962629904	0.10242250523698165	0.12012852240916798	0.16171003243741047
NP_001233867	gen	0.8300745612441869	0.071178748202155	special	0.8175916644697816	0.7689939759443961	0.9277828137720588	0.7999205054513641	0.8006862174139392	0.6972727466785097	0.8130913289724608	0.8220919999671022	0.908178222705056	0.856897624304466	0.9058301772325149
NP_001233868	gen	0.20388165688625676	0.051827839570863156	gen	0.20903200757391138	0.1654278603141196	0.22942195562023848	0.17862686027895416	0.2966142354165482	0.22877587089737608	0.22155100233142347	0.25163798537924714	0.12861099467950546	0.14163679112875527	0.1965130128163993
NP_001233870	gen	0.19075251522598663	0.033680631805767254	gen	0.18009667928073328	0.16000791186770774	0.18794926768598144	0.2598516222953307	0.23890433690879262	0.18671556412144266	0.1718276706223304	0.19983745076760837	0.16814164092955483	0.1734777944400239	0.16081189262109355
NP_001233873	gen	0.07504469029063288	0.01940300718052889	gen	0.07736565526785272	0.1003090061991136	0.05674841760472623	0.044061578942570734	0.07564044107080932	0.0824783019739045	0.08151241878516866	0.07909086946489612	0.05476350443117872	0.07062166517836667	0.1052206992555943
NP_001233878	gen	0.5503018107299947	0.13144926541279897	special	0.5421667177863514	0.6096896432830095	0.6961557730041744	0.7553891417252933	0.33704723235870554	0.46601597902734376	0.4013954683502036	0.5019466209612633	0.6510448130172515	0.5169216557740767	0.567411779798626
NP_001233887	gen	0.37509776315299115	0.0771387132514115	gen	0.3705989335831551	0.2699044200007012	0.3213564621638349	0.3500901712030841	0.4166037391601469	0.3084752050444474	0.5296756544272097	0.39110769596322603	0.41941435120244536	0.4299732535049709	0.31437667885984516
NP_001233888	gen	0.18935964215603557	0.09224354278331734	gen	0.18393480566166615	0.11987820793437938	0.20602270270905162	0.21492406232879016	0.06827199126050772	0.3676985375733384	0.30776283325597364	0.1312156953577577	0.10995277981722436	0.2011052931508401	0.16676431817249218
NP_001233893	gen	0.19186228586610626	0.09314216322651445	gen	0.1958248964955288	0.054234933835345694	0.10050763578030447	0.36606198478293156	0.12383815793321541	0.264268725189422	0.22303357912223268	0.23935339190420998	0.1310588476196005	0.16861621386882497	0.2476493886249753
NP_001233896	gen	0.029501225385173063	0.02795107187587567	gen	0.01967218860972847	0.011242266314822407	0.013432033064868494	0.010152993934862652	0.024012866979990583	0.020415751858121268	0.018928625361335674	0.042581017098366	0.006621717111291497	0.0985048180299138	0.049120164098158225
NP_001233907	gen	0.0351331890247651	0.018129985986152865	gen	0.027758836079833156	0.059141304439316734	0.022601757421506993	0.05188627889919497	0.028273318450761243	0.06964727900321771	0.03025198055148422	0.027244353708905072	0.020525896370123035	0.021151188167449254	0.0206085332356917
NP_001233917	gen	0.0852043683185569	0.031571803979842786	gen	0.08178156088694988	0.12169019826826531	0.028727978288894576	0.09012859545300862	0.07982042283116043	0.0665359292788062	0.14199154485277898	0.0992134484112784	0.060909711257160715	0.08374269894273932	0.07928315560147635
NP_001233918	gen	0.33313896230326223	0.1537795224379732	gen	0.34093729086712626	0.13582369240013104	0.1272692777530758	0.5008046055216463	0.5753312526630782	0.4045068593199151	0.3241773063145092	0.16483380932453412	0.3077922028782963	0.4331533414376927	0.35769727541974333
NP_001233920	gen	0.33340092023922496	0.09456980499916792	gen	0.3334643663061748	0.2844244200188968	0.3136428134797405	0.2719830749281358	0.4946228884528825	0.3949408673365305	0.36637531085021297	0.1586939458418268	0.2714777459391564	0.3532859191326092	0.4245622164122582
NP_001233922	gen	0.2294260633393373	0.06208348561539415	gen	0.22231119973341046	0.21697260943619465	0.17509008023840275	0.22764979003062624	0.262548458416955	0.282849169350791	0.1644021008099217	0.2291084906977651	0.1662998369958019	0.2030902233942868	0.36624987402262726
NP_001233928	gen	0.8973622519310517	0.055304208320519056	special	0.8900046517219936	0.841632553147741	0.9248251366141395	0.8552512719871554	0.9860134398563418	0.8124334992835616	0.872669451588754	0.9054543661937421	0.951294087069147	0.8745549372502451	0.9494937763196907
NP_001233940	gen	0.6189129911755357	0.13251216993416304	special	0.6048425617429285	0.4934627630650373	0.4244878667540663	0.63486220521121	0.8167501235217073	0.6132494946508121	0.6304656470515455	0.596435628835045	0.8576689108695792	0.5794503140716296	0.5422969577247252
NP_001233948	gen	0.057086595493261824	0.057684358568251264	gen	0.040338127525653744	0.05716248250078709	0.022376150288921943	0.027418354315105378	0.05414057196401498	0.026505960628710145	0.05197063414598475	0.03324088385440998	0.21737466218337653	0.03440475909170592	0.04627149595960156
NP_001233951	gen	0.19679332662925658	0.0811017490745274	gen	0.18024312235480183	0.19051632051714365	0.3560597950563571	0.20223311842621006	0.10356863332346346	0.16996992419246004	0.11105702651031259	0.254787854074912	0.1307239389793231	0.16231178451075187	0.2867048707016319
NP_001233952	gen	0.14328126131978708	0.045468669720966436	gen	0.13997598931453253	0.15598550894594346	0.09774091617143271	0.10564545216529585	0.1869577804679037	0.1262064271846839	0.10689368881402228	0.16981403182959118	0.1537455514443812	0.23449016547789225	0.09533309069672424
NP_001233977	gen	0.3911218372574634	0.1125763176713291	gen	0.3893378383686473	0.25285692925732556	0.32230714200921856	0.2917441874191461	0.2943371548433705	0.4017572772158167	0.4869187630211052	0.3897494753759601	0.6322908312233646	0.45033041084799247	0.38892620136133454
NP_001233988	gen	0.04949657621865488	0.018408116182459525	gen	0.04719494500264613	0.04661577432822903	0.06241546108440168	0.047774115677063224	0.029623189314894983	0.07833749007058201	0.029187210483178305	0.0267855921118825	0.05801531839686371	0.042361764886634616	0.07384984583281874
NP_001234001	gen	0.1331987287871023	0.05747728592292668	gen	0.11523197137242436	0.18271761920845206	0.1135891549051184	0.24152046289705367	0.20809052572979803	0.09276255941760114	0.09189081432665831	0.11694758634091962	0.06378903450859356	0.1168747878397303	0.10380474269709754
NP_001234003	gen	0.34841442046159604	0.06081459062764842	gen	0.3583940467851797	0.23663188766874013	0.42294938205348975	0.3942530300579772	0.3743227209931235	0.2875819514518723	0.32243125206102624	0.30396234981128506	0.35594563648253424	0.4252235369480865	0.3608424570878252
NP_001234004	gen	0.2537875816890809	0.10268340619445494	gen	0.25602293503638374	0.2996412885231275	0.13410095109441458	0.31992891418348823	0.2451014222724367	0.23695380767422325	0.35583024676329633	0.07303797029222786	0.4163072945039929	0.2669444478003308	0.1900294737832708
NP_001234005	gen	0.07870846270103453	0.031579438485605384	gen	0.06798058944441879	0.10001185963533986	0.1417895561448641	0.06966252242294346	0.06629865646589411	0.04646319647033212	0.09591333853240869	0.044831873867702626	0.10826005401016842	0.05625997842683006	0.057593591033861864
NP_001234008	gen	0.8746350399667795	0.056887866274195946	special	0.8785604479390186	0.8252363297702274	0.9515883360509703	0.8834063625670715	0.872335777254697	0.9112476438024683	0.8912159488608138	0.8737145333109656	0.8576835621337748	0.7494800017745793	0.9304419041422273
NP_001234010	gen	0.16446323537360047	0.04261405670719331	gen	0.17540424706037916	0.17754817578819818	0.23560895911022064	0.17326031833256014	0.16160938758119228	0.18457943747593555	0.18603974655792013	0.18323670937055633	0.15280187422266028	0.09709242383898443	0.09285532145777671
NP_001234012	gen	0.3179207138349595	0.12088674404140716	gen	0.32548879470489145	0.420964164585782	0.4817177966097226	0.12489055588656607	0.3559250344969156	0.29505255491286725	0.20497090370346413	0.23687848541049605	0.4047117714969817	0.4449934346795379	0.20910243656726202
NP_001234014	gen	0.19939216070983773	0.0443608160150136	gen	0.19683130101743826	0.14966914109534799	0.23039833827177414	0.1988783743890187	0.2321185121068682	0.27487034476684885	0.13738324175884162	0.19478422764585782	0.2400505327838407	0.16930353228291226	0.166465361997067
NP_001234016	gen	0.2529164137926487	0.10200353632647813	gen	0.22621613705549662	0.1960559680884344	0.4202653123358193	0.362471314198342	0.3471310747079592	0.1176328466962417	0.1747750352829389	0.14516782269356618	0.21132093452679165	0.31323248981219176	0.24111133958420158
NP_001234019	gen	0.19805588829347606	0.04428101948726588	gen	0.1871435551977445	0.2616921164113273	0.2615184081529864	0.18016507866471	0.1290576091056872	0.1795185116182384	0.22716352836668854	0.17235867334487762	0.2221154456978757	0.194122031730779	0.15284747984159008
NP_001234020	gen	0.20989824799328086	0.13491080723810084	gen	0.15005902022855672	0.13707733474467518	0.2274204033998567	0.37919083300807443	0.4654353544364014	0.10487246730243849	0.10647150211226945	0.16304070571243826	0.06677290033406368	0.12582766368557366	0.32287331519701745
NP_001234021	gen	0.16062287108911985	0.08098987698367104	gen	0.1484920221190993	0.17012089989555357	0.0832235162087897	0.08733557472623814	0.10240855262493735	0.16526690489000836	0.2375438244933655	0.3077711838998119	0.1317171393481902	0.24920902771280817	0.07163208709149547
NP_001234023	gen	0.2623024291997482	0.1503792890012947	gen	0.22045082969993052	0.13834859744094893	0.25054954332501217	0.4049797130810695	0.4871103112565289	0.1903521160748489	0.1744388004305182	0.31205853294055025	0.07149593572529554	0.11941761250304428	0.47427312921966563
NP_001234024	gen	0.879441942607707	0.06970211240385193	special	0.8804657943648004	0.8273112518607623	0.9516204493365851	0.8755113848890487	0.9133553493926742	0.7313154857220105	0.8854202038405522	0.8445334078451837	0.9390494424885286	0.8601839340163817	0.9661185166853435
NP_001234025	gen	0.20918569220772829	0.12229275046462089	gen	0.17167133205990875	0.10230915758096885	0.11876168047834752	0.3776891607116018	0.07894351223704682	0.09734947203292028	0.130867853569092	0.21247481055072548	0.26501258445800135	0.408090872511897	0.3003578179466819
NP_001234026	gen	0.09720237671667739	0.0361445068568556	gen	0.08563815864437412	0.16035468851947673	0.08938097509604516	0.11980151845663843	0.07906752356721695	0.12013625254946052	0.044198841415743005	0.07938882407662115	0.06032453989523936	0.08189534219270307	0.1374752613976293
NP_001234027	gen	0.225400482379903	0.06890395042162162	gen	0.1980115208548152	0.16518649286197315	0.18150475001055852	0.21521956928401584	0.3624675477357749	0.24753679640993512	0.19032042638367372	0.20570261532595666	0.17554568128371142	0.17809562816431934	0.33242531633911127
NP_001234031	gen	0.04200257455280402	0.012780583573273408	gen	0.04105150911156705	0.03407933237195752	0.04928427170476712	0.04532839920246182	0.027800772300854468	0.03677461902067227	0.06316859417291187	0.05429747625344813	0.02682393949967744	0.05313938587676966	0.029328955124519936
NP_001234033	special	0.5605414725836669	0.09423145198325208	special	0.5662388047720205	0.555868008678443	0.589525000020006	0.47524324547479463	0.7044666928298767	0.5405529428945284	0.4337863200764196	0.4320530192519239	0.614727748310968	0.576609600865598	0.6825821474341117
NP_001234036	special	0.4616071123576469	0.1354855369102033	special	0.4488497996483979	0.4455139423211671	0.2914026734831596	0.5284984691579995	0.6130324236084137	0.30720195252531207	0.4320283858280553	0.2949787341217938	0.6588402851773846	0.4521856569756286	0.5923886003775541
NP_001234037	gen	0.8250358360675991	0.10421016457130836	special	0.8471175715993318	0.6337342355274599	0.8031333831443056	0.8726173174163211	0.9563429931191981	0.6739339183452883	0.8755775447887482	0.8216178257823423	0.8845287716564781	0.79693019377113	0.9319421771247188
NP_001234041	gen	0.3173329966328941	0.1581086401370563	gen	0.2907395279731624	0.5783918252185237	0.4060372156280932	0.1898632899785446	0.2180531721035954	0.42771980866057596	0.36342588384272934	0.1957673786600589	0.14918186540639114	0.5033381759605885	0.14155135086983991
NP_001234049	special	0.575941024340772	0.13431454869944742	special	0.6037832341317768	0.5955379725715778	0.5035702893418376	0.6120284956919759	0.4716603458115867	0.6476052465285623	0.6202205619397442	0.7136204618266567	0.7969121237769485	0.45895556719052016	0.3392991787283095
NP_001234051	gen	0.08531196270170054	0.050819742847769564	gen	0.07533671610281369	0.015904413262469667	0.11018796154385241	0.18900848207472362	0.07250222486694675	0.10025911780709192	0.05778904855626271	0.07817120733868062	0.05436947117508092	0.038007212827517435	0.13692048756437922
NP_001234055	special	0.3790537278604682	0.05625767067505212	gen	0.39430186332560585	0.29842350734273954	0.39872478841648423	0.3738077775176447	0.4490683449566373	0.272808687695703	0.40046010488446115	0.39438959379741695	0.36445461245952515	0.39421413285379475	0.4441857286802751
NP_001234058	special	0.7568751124364724	0.09055776856188834	special	0.7609205909364536	0.6741277840855071	0.6578628623811394	0.8066386181299595	0.8705010728021921	0.7152025637429476	0.8259557307837738	0.8332590418002405	0.8619084358481718	0.6729776283670105	0.6503173864237819
NP_001234061	gen	0.09377502772464473	0.04667159007008053	gen	0.08427316969600639	0.08044168287988489	0.16029979393338178	0.027478772829567993	0.08810465651212789	0.07712278911423583	0.1647192905703836	0.048647129377797825	0.05125326678636316	0.1143853769689643	0.1252975182737401
NP_001234064	gen	0.05421927231237853	0.01984752524376486	gen	0.05068546125895913	0.06942723098188383	0.04727524650419709	0.038858409864033716	0.03730771877946478	0.060699052456920095	0.09064680292093667	0.05409567601372117	0.04717546649582601	0.07341811520095097	0.02328900390585098
NP_001234066	gen	0.2724854702459827	0.07344281228817566	gen	0.2562257374705521	0.21889055902660606	0.15282179882763106	0.3269880490669269	0.379005363907236	0.21593455534069997	0.2590024039120318	0.3046865338473941	0.23679247066567988	0.2534490710290724	0.3772838968365491
NP_001234070	gen	0.37333427247214657	0.09370360332265662	gen	0.3688635397081188	0.43635203646945103	0.3810757592378046	0.3319764101387024	0.2661828740270295	0.2712455992946965	0.36556003589166575	0.27640176890030105	0.5396911822384961	0.37216704352457186	0.49269001499874693
NP_001234071	gen	0.31920380201673415	0.07530311529243136	gen	0.29446409056387046	0.3529196433815271	0.45843722980306784	0.22032491412390487	0.2860357680574556	0.24110073429031723	0.2756324563477545	0.2864439444236612	0.41433909129868923	0.3543200017368842	0.30248423670407965
NP_001234076	gen	0.2689986198705373	0.06760042907889696	gen	0.27722665345435293	0.35918123834475013	0.31385468298967306	0.18778613918777706	0.3178362612529577	0.25903562158866766	0.19373911662803392	0.33952448738907154	0.16457534441573587	0.2665956818462875	0.28785762506241835
NP_001234079	gen	0.1989244677391393	0.04435719174047686	gen	0.18201988377185602	0.28139121837167974	0.2549993257084366	0.1701824385069414	0.21592675917286389	0.17036812680105815	0.16579936656608527	0.1936716407426539	0.14233292193187141	0.16990570877412461	0.22466717081567802
NP_001234080	gen	0.2447548342288745	0.056722270811338	gen	0.2397842347725159	0.2800604900971882	0.20967324858886374	0.21411725170421522	0.29254215835142827	0.17662754412430418	0.2511950912185604	0.22837337832647142	0.16922253387116293	0.2721125412725924	0.35362410473395817
NP_001234087	gen	0.6926838560374265	0.12234970480529106	special	0.6739239858204653	0.6747539190078137	0.8714793487579872	0.673094052633117	0.7244822806532317	0.6296889892950985	0.5102074874378142	0.902228299330251	0.5631936376481946	0.7280276899074093	0.6496828557033479
NP_001234099	gen	0.4481814067726426	0.07852167583606041	special	0.43619860582603176	0.3996173533660469	0.5590007341735036	0.5052610458302492	0.4435337270364946	0.3326960404131632	0.39754485689757474	0.38978818494709727	0.43014758867352293	0.44224962297854065	0.5819749134102331
NP_001234102	gen	0.14386027127812487	0.034113414104546255	gen	0.15288451488366622	0.1647584102461004	0.11837249097590162	0.10002893781199573	0.14101061952123206	0.10646018383431394	0.17458654605263615	0.18719402518596065	0.10283742971158231	0.17351507907430017	0.16983899036722563
NP_001234112	gen	0.23823535756400233	0.07376218552397938	gen	0.24433345458871253	0.24342024321721398	0.38526728309195457	0.183695278878763	0.24524666596021108	0.24993810481623657	0.12912446362935584	0.312437126382574	0.26561840950989624	0.1899288774019761	0.1776771227518423
NP_001234117	gen	0.307909976323532	0.061840838237357997	gen	0.2873011855495312	0.23770058051031914	0.36198030724576324	0.2688104026809122	0.2669801534612667	0.24688712861511353	0.28007871212170476	0.3194220986655473	0.3780525050428967	0.2945236589773576	0.4246642159144393
NP_001234120	gen	0.26371976334533137	0.06394831215697674	gen	0.2458751815101909	0.21784455159920468	0.22408782560707277	0.22279579411754535	0.3808590720402609	0.1971622584455086	0.28596234589956154	0.29930254987591365	0.19517129113014856	0.267662537413309	0.3463494073247885
NP_001234124	gen	0.18462796022657435	0.039180598913182575	gen	0.18813648908278985	0.20167052148980677	0.23301511562583635	0.14181143609981214	0.14505818455063269	0.19121295633206667	0.15012973264614685	0.2520984250420282	0.143665948385002	0.185060021833513	0.2025572602608987
NP_001234133	gen	0.22192634020243282	0.048351025462276764	gen	0.2155809117906048	0.16907320938782722	0.19680954841440212	0.17032196701495525	0.17801874562264086	0.20943024278847447	0.22173158079273514	0.28789444298802663	0.2366589376002365	0.31166231887990875	0.23766240853512133
NP_001234141	gen	0.21705259584376962	0.04885985842406154	gen	0.21210614939274025	0.20393927874291518	0.29193007940662635	0.15402439712962604	0.18840150081844695	0.2202730200425653	0.18774650800554168	0.271699904588401	0.15017710538927523	0.23980789354688636	0.26252627076741236
NP_001234151	gen	0.3117900705749672	0.06759776766188175	gen	0.2974163868802865	0.4354375265228449	0.3636796752140125	0.21225435840787335	0.38808971824432353	0.2878350821340159	0.3132832814644241	0.2913058377954817	0.2363326059841054	0.2861556840174988	0.3035269359650912
NP_001234152	gen	0.25050654282097623	0.07609614160586917	gen	0.2434429333673232	0.4225808528136305	0.3079586496626206	0.262385286106966	0.20608025256206505	0.2690404885532928	0.22234906684193936	0.23381710880619164	0.1456572322129234	0.18212773272167793	0.2530687579284548
NP_001234156	gen	0.31319159461194895	0.04184206293313071	gen	0.3192743934481914	0.2728670304153775	0.33079162742342355	0.2688978207042613	0.2553814034109363	0.34607540223505856	0.29883412049613883	0.31830559378264606	0.39715723129279706	0.3233625232451132	0.32024319311373683
NP_001234160	gen	0.32277099998114894	0.04879824052150315	gen	0.32101225539301026	0.39959560727705684	0.33200042360869825	0.3345431080980154	0.24154121850999286	0.3565288929090263	0.31002408717732227	0.3073860525310392	0.2620812332909492	0.30495432388365845	0.37905505252573085
NP_001234164	gen	0.4939323321962668	0.07159856451452698	special	0.4951567535842534	0.4032098583109546	0.5102859346586962	0.4704574498479747	0.5891482803166205	0.3847984838160179	0.590958041130602	0.4800275725098106	0.4392846833262239	0.5405598639763926	0.5305931540693759
NP_001234166	gen	0.21131898545201633	0.036398088295841374	gen	0.1970884784396738	0.23853558030817942	0.17224155475640482	0.1945982472287796	0.1988697449359864	0.18709568957555986	0.22086693784774694	0.1922801813971028	0.21307479462948273	0.19530721194336123	0.30031991189755924
NP_001234174	gen	0.28843767925333885	0.053206039348310204	gen	0.29423551934700887	0.2960328689093374	0.3344374285581282	0.19404767307944978	0.3236365825946646	0.25656467079378104	0.27322413607894097	0.300432697357822	0.23236474157580078	0.38119782380078404	0.29243816978468035
NP_001234178	gen	0.29749548446481866	0.0626134729964328	gen	0.28501313338259854	0.2852312213972023	0.2852628709684966	0.24210287912753245	0.3170070692562105	0.2764547880499184	0.3331117048724876	0.24683891580206319	0.28479504536799477	0.2492684850015713	0.45488186480470943
NP_001234186	gen	0.2662653242816472	0.059733153439870304	gen	0.2525642972691348	0.27620552113819047	0.24621257099314953	0.2295481423350756	0.2569590903782761	0.24816950415999353	0.16049420768860898	0.30397445684162644	0.23099169659040364	0.3657840602716879	0.3443139924194598
NP_001234197	special	0.1485116993094885	0.024999384381281495	gen	0.15157864143959054	0.11558504491951947	0.17316962557798424	0.16053021885515797	0.10942744925536742	0.15690944950047614	0.14624783337870498	0.1622517089620796	0.1288688150934497	0.1437686089400708	0.1883582386120747
NP_001234198	gen	0.11772871936042117	0.05923321340379334	gen	0.11470351477073681	0.08053875289672362	0.05020796443002307	0.14848907814061882	0.22068194031583896	0.1129290044099372	0.05847166437768131	0.11647802513153642	0.05255579421021089	0.14441446093568264	0.19252050875595875
NP_001234200	gen	0.18477371961321595	0.12841774504131592	gen	0.15592947313582672	0.1413370469333762	0.04135255670220849	0.17052189933827722	0.30848991350198857	0.11899935074610068	0.17762104025293612	0.07740774499734683	0.05437221940888718	0.3453565748550213	0.4122788493960167
NP_001234206	gen	0.22814822823393183	0.10513238381303668	gen	0.2082252862152988	0.12779047300432197	0.16870261588899618	0.30249597022811564	0.1526979601081652	0.219459654544737	0.4931175056102197	0.2182766386047681	0.2306139396981082	0.19817393382582948	0.17015359082605688
NP_001234208	gen	0.15511966120123266	0.02048796114077939	gen	0.1553660442114259	0.14652591430510764	0.13724611156908195	0.17553717564106108	0.15969219655361952	0.16416368376302726	0.14513787746859216	0.1744462340748809	0.15103989186923228	0.182562225772943	0.11484530099478098
NP_001234224	gen	0.15831374277278176	0.05607305744349875	gen	0.1583756819954673	0.15278990981777918	0.20850265123571363	0.052890586708143866	0.10162063192533767	0.24653691152666093	0.2031975733815745	0.13336182213238632	0.1382169048273243	0.18205898199974188	0.16396145417315547
NP_001234226	special	0.43947333083683426	0.06499197178484122	special	0.433354391975071	0.5654643762948238	0.5094576090922657	0.39345403120039885	0.4321785122078266	0.4345302717423154	0.41118934188376927	0.47276220812429387	0.40914014072287985	0.43761378511255816	0.3289430319872118
