#ID	Class	Mean	stdev	Predicted_0.02	Median	score_0	score_1
AT1G17830	1	0.11814467326407867	0.12807271395244021	1	0.11814467326407867	0.2087057577848141	0.027583588743343244
AT1G17940	0	0.04367619058900276	0.044675076445791904	1	0.04367619058900276	0.012086141084155904	0.07526624009384962
AT1G17950	0	0.7975595565996563	0.17091295473863147	1	0.7975595565996563	0.6767058473113404	0.918413265887972
AT1G18050	0	0.6039073440269042	0.272212321076066	1	0.6039073440269042	0.7963905221823202	0.41142416587148817
AT1G18335	0	0.01840339738779573	0.0025465258072103897	0	0.01840339738779573	0.020204063054540745	0.016602731721050718
AT1G18510	0	0.6164881309163586	0.48185189967879616	1	0.6164881309163586	0.9572088767068554	0.27576738512586185
AT1G18520	0	0.5356714160405616	0.2514121203880271	1	0.5356714160405616	0.35789620084169893	0.7134466312394242
AT1G18760	0	0.2507559132939788	0.28841863005726787	1	0.2507559132939788	0.4546986824280071	0.04681314415995049
AT1G18780	0	0.3731343863139025	0.479271105333636	1	0.3731343863139025	0.7120302349220886	0.034238537705716415
AT1G18800	1	0.4011544374755426	0.13280475232790093	1	0.4011544374755426	0.49506157842040127	0.3072472965306839
AT1G18950	0	0.15430009442021192	0.12129095566526311	1	0.15430009442021192	0.24006575166771635	0.06853443717270746
AT1G19260	0	0.8197652307442407	0.10756271667250622	1	0.8197652307442407	0.7437069043822643	0.8958235571062172
AT1G19390	0	0.30186627171495534	0.309280646004453	1	0.30186627171495534	0.08317182963545051	0.5205607137944601
AT1G19460	0	0.5212488428716091	0.5802886645484665	1	0.5212488428716091	0.9315748926195154	0.11092279312370275
AT1G19500	0	0.7259638132396529	0.10929233211799128	1	0.7259638132396529	0.6486824640673289	0.8032451624119767
AT1G19600	1	0.9287315593331389	0.09193637966289464	1	0.9287315593331389	0.863722721835765	0.9937403968305126
AT1G19630	1	0.6756895031089175	0.20350287848012844	1	0.6756895031089175	0.5317912377446368	0.8195877684731983
AT1G19780	0	0.7932586479353793	0.13821438887435952	1	0.7932586479353793	0.6955263163047651	0.8909909795659934
AT1G19990	0	0.6408290758468744	0.11569298938237949	1	0.6408290758468744	0.5590217785188507	0.7226363731748983
AT1G20130	0	0.2873840573503726	0.3951147302377359	1	0.2873840573503726	0.007995752252576115	0.5667723624481691
AT1G20140	0	0.8483127076503069	0.13253135278342182	1	0.8483127076503069	0.9420265259232911	0.7545988893773227
AT1G20320	0	0.8332418489876744	0.17795265825261203	1	0.8332418489876744	0.9590733803682686	0.7074103176070802
AT1G20500	0	0.3891076608787057	0.4114172884010356	1	0.3891076608787057	0.09819170635295191	0.6800236154044594
AT1G20520	0	0.6085643450662898	0.405872160777586	1	0.6085643450662898	0.8955593022469575	0.321569387885622
AT1G20530	0	0.3123099437474267	0.27533295957453985	1	0.3123099437474267	0.11762014094810805	0.5069997465467454
AT1G20570	1	0.9659159169140374	0.0018455506888231225	1	0.9659159169140374	0.9646109155069471	0.9672209183211278
AT1G20690	0	0.02296555962895955	0.02515619628853881	1	0.02296555962895955	0.0051774426444739	0.0407536766134452
AT1G20700	0	0.8059269095370427	0.03975025383516458	1	0.8059269095370427	0.8340345835777742	0.7778192354963113
AT1G20710	0	0.443094713285577	0.32000722351895833	1	0.443094713285577	0.6693739910645117	0.21681543550664228
AT1G20735	0	0.7034568714785098	0.017258486433165018	1	0.7034568714785098	0.6912532786886028	0.7156604642684168
AT1G20790	0	0.2528128803679928	0.1421283890791544	1	0.2528128803679928	0.15231293265100268	0.35331282808498293
AT1G20816	0	0.09905033114136469	0.04683975192913816	1	0.09905033114136469	0.06592962492317543	0.13217103735955396
AT1G20823	1	0.13871860163923155	0.16820962297112269	1	0.13871860163923155	0.01977643657551825	0.25766076670294485
AT1G20860	0	0.03235252539430979	0.014365863307483928	1	0.03235252539430979	0.0221943260319889	0.04251072475663068
AT1G21150	0	0.8547545573608484	0.19143039864285616	1	0.8547545573608484	0.9901162903664561	0.7193928243552408
AT1G21327	0	0.23242131670205227	0.2565053334919285	1	0.23242131670205227	0.05104465597939277	0.41379797742471175
AT1G21360	0	0.1533635322904735	0.18792001734812575	1	0.1533635322904735	0.2862430508780269	0.020484013702920145
AT1G21510	0	0.9851104072371349	0.003876547687262949	1	0.9851104072371349	0.9878515403943916	0.9823692740798783
AT1G21528	0	0.47629897657520165	0.490935298141503	1	0.47629897657520165	0.8234426550148979	0.12915529813550541
AT1G21620	0	0.9761907013919331	0.026231476209636364	1	0.9761907013919331	0.9576422466835657	0.9947391561003006
AT1G21695	0	0.30653939378606354	0.2627295944072606	1	0.30653939378606354	0.12076151596229834	0.49231727160982874
AT1G21970	0	0.01842683131929851	0.01651559821996323	0	0.01842683131929851	0.030105122815986984	0.006748539822610037
AT1G21990	0	0.34959648938024573	0.40982007006950255	1	0.34959648938024573	0.05980993876775441	0.639383039992737
AT1G22065	0	0.3929879162241955	0.035174351813496256	1	0.3929879162241955	0.41785993891536	0.3681158935330309
AT1G22150	0	0.5318862101817273	0.5936253328807258	1	0.5318862101817273	0.9516427085458101	0.11212971181764456
AT1G22250	0	0.48817985821938936	0.5076437347161393	1	0.48817985821938936	0.12922153097474248	0.8471381854640362
AT1G22300	0	0.41536032642841886	0.04170398869687192	1	0.41536032642841886	0.4448494996385041	0.3858711532183336
AT1G22350	0	0.30829825390581983	0.18030943648008538	1	0.30829825390581983	0.18080022865882642	0.43579627915281327
AT1G22403	0	0.09888151396544878	0.004897954753048228	1	0.09888151396544878	0.0954181369456235	0.10234489098527406
AT1G22460	0	0.813015535013206	0.01719688226321048	1	0.813015535013206	0.8008555029496233	0.8251755670767889
AT1G22480	1	0.08567185105202672	0.09212228100561418	1	0.08567185105202672	0.020531561454584252	0.15081214064946918
AT1G22670	0	0.08963504052497179	0.0017912926509923576	1	0.08963504052497179	0.08836840534436546	0.09090167570557811
AT1G22750	0	0.657184987655745	0.23330471120262522	1	0.657184987655745	0.4922136442815995	0.8221563310298903
AT1G22882	0	0.42318321146772636	0.23489949531053889	1	0.42318321146772636	0.589282237499106	0.2570841854363467
AT1G22920	0	0.01918979891658669	0.010477989994443753	0	0.01918979891658669	0.02659885669486266	0.011780741138310714
AT1G23050	1	0.8201858603253176	0.18876291554404556	1	0.8201858603253176	0.9536613979430557	0.6867103227075794
AT1G23074	0	0.024325545657420115	0.0040574949762584075	1	0.024325545657420115	0.021456463445077446	0.027194627869762785
AT1G23170	0	0.6328432596434768	0.027631131762931756	1	0.6328432596434768	0.6133050990020487	0.6523814202849048
AT1G23210	0	0.03863284575453544	0.03794152795268299	1	0.03863284575453544	0.011804134050614349	0.06546155745845653
AT1G23240	0	0.6330431360755153	0.3084083488703071	1	0.6330431360755153	0.851120770936256	0.4149655012147747
AT1G23260	0	0.18903729701239552	0.09312474562794529	1	0.18903729701239552	0.12318815788260311	0.2548864361421879
AT1G23510	0	0.40558977220704817	0.041410925854928754	1	0.40558977220704817	0.3763078257198147	0.4348717186942816
AT1G23570	0	0.14537844034782638	0.18123666145602865	1	0.14537844034782638	0.2735321126629948	0.017224768032657926
AT1G23600	0	0.4144013651648438	0.035543125325918364	1	0.4144013651648438	0.38926858022232363	0.439534150107364
AT1G23690	0	0.014088350313521174	0.0022297755860079356	0	0.014088350313521174	0.012511660876130754	0.015665039750911592
AT1G23770	0	0.78630049486727	0.17220595472521005	1	0.78630049486727	0.9080684932141697	0.6645324965203705
AT1G23910	0	0.14849322188999	0.19414355911163184	1	0.14849322188999	0.011212994718463798	0.2857734490615162
AT1G23950	0	0.10064265314164395	0.07013814724767099	1	0.10064265314164395	0.15023781268033268	0.0510474936029552
AT1G24000	0	0.14266212069636014	0.08681513012971312	1	0.14266212069636014	0.20404968792067282	0.08127455347204743
AT1G24010	0	0.22830797152230287	0.04636566081407073	1	0.22830797152230287	0.2610934446981277	0.19552249834647809
AT1G24130	0	0.7841824529955421	0.128445082187491	1	0.7841824529955421	0.8750068416203804	0.6933580643707038
AT1G24148	0	0.021285272550732988	0.0027633621175274176	1	0.021285272550732988	0.02323926464291064	0.019331280458555332
AT1G24160	0	0.19168210731659774	0.08456353475146577	1	0.19168210731659774	0.13188665845273204	0.25147755618046347
AT1G24190	0	0.9829841537988924	0.014825759498357861	1	0.9829841537988924	0.9934675488764221	0.9725007587213627
AT1G24250	0	0.27794139216526464	0.30330161329388367	1	0.27794139216526464	0.4924080196701897	0.06347476466033962
